,title,model_family,downstream_application,omics_modality
963,"Single-cell multi-omics for biomarker discovery: Technologies, molecular mechanisms, applications and translational challenges",multimodal_fusion,"biomarker_discovery, multimodal_integration",unspecified
964,Deep learning facilitates multi-data type analysis and predictive biomarker discovery in cancer precision medicine,multimodal_fusion,"biomarker_discovery, generation, multimodal_integration",unspecified
965,Identification of small molecules that selectively target JAK2V617F driven cytokine-independent megakaryopoiesis by leveraging single cell RNA sequencing maps of myelofibrosis patients samples and a deep learning framework,foundation_scale_pretraining,"perturbation_prediction, biomarker_discovery, generation, multimodal_integration","scRNA-seq, Protein/CITE-seq"
966,Using deep learning to quantify neuronal activation from single-cell and spatial transcriptomic data,spatial_omics,"cell_type_annotation, spatial_reconstruction","scRNA-seq, Spatial"
967,Interpretable deep learning in single-cell omics,foundation_scale_pretraining,unspecified,unspecified
968,Biological insights and novel biomarker discovery through deep learning approaches in breast cancer histopathology,spatial_omics,"cell_type_annotation, biomarker_discovery, spatial_reconstruction","scRNA-seq, Protein/CITE-seq, Spatial"
969,scMODAL: a general deep learning framework for comprehensive single-cell multi-omics data alignment with feature links,multimodal_fusion,"batch_correction, generation, multimodal_integration","scRNA-seq, Protein/CITE-seq, Methylation/Epigenomics"
970,SIMS: A deep-learning label transfer tool for single-cell RNA sequencing analysis,foundation_scale_pretraining,"cell_type_annotation, trajectory_inference",unspecified
971,Integration of the bulk transcriptome and single-cell transcriptome reveals efferocytosis features in lung adenocarcinoma prognosis and immunotherapy by combining deep learning,multimodal_fusion,"perturbation_prediction, biomarker_discovery, batch_correction",unspecified
972,Deep learning large-scale drug discovery and repurposing,other_or_unclassified,perturbation_prediction,unspecified
973,Biologically Guided Variational Inference for Interpretable Multimodal Single-Cell Integration and Mechanistic Discovery,multimodal_fusion,"batch_correction, multimodal_integration",unspecified
974,scPROTEIN: a versatile deep graph contrastive learning framework for single-cell proteomics embedding,other_or_unclassified,multimodal_integration,unspecified
975,Abstract P1-04-25: Fast and accurate detection of tumor-immune cell interactions with deep learning,spatial_omics,"cell_type_annotation, biomarker_discovery, spatial_reconstruction",Spatial
976,Untangling biological complexity: A deep learning approach to separating multiple signals in single-cell data,hybrid_symbolic_statistical,unspecified,scRNA-seq
977,Dimensionality Reduction and Louvain Agglomerative Hierarchical Clustering for Cluster-Specified Frequent Biomarker Discovery in Single-Cell Sequencing Data,foundation_scale_pretraining,"cell_type_annotation, biomarker_discovery",scRNA-seq
978,Deep learning applications in single-cell genomics and transcriptomics data analysis.,transformer_masked_lm,"batch_correction, generation, spatial_reconstruction, multimodal_integration","scRNA-seq, Spatial"
979,Biologically informed deep learning to query gene programs in single-cell atlases,multimodal_fusion,"cell_type_annotation, perturbation_prediction, batch_correction, generation",unspecified
980,Deciphering ligand-receptor-mediated intercellular communication based on ensemble deep learning and the joint scoring strategy from single-cell transcriptomic data,hybrid_symbolic_statistical,"cell_type_annotation, perturbation_prediction, multimodal_integration","scRNA-seq, Protein/CITE-seq"
981,Tissue module discovery in single-cell-resolution spatial transcriptomics data via cell-cell interaction-aware cell embedding.,spatial_omics,"cell_type_annotation, spatial_reconstruction","scRNA-seq, Spatial"
982,Deep learning and single-cell phenotyping for rapid antimicrobial susceptibility detection in Escherichia coli,hybrid_symbolic_statistical,unspecified,unspecified
983,OmniPert: A Deep Learning Foundation Model for Predicting Responses to Genetic and Chemical Perturbations in Single Cancer Cells,perturbation_prediction,perturbation_prediction,unspecified
984,Integrated bulk and single-cell transcriptomes reveal pyroptotic signature in prognosis and therapeutic options of hepatocellular carcinoma by combining deep learning,hybrid_symbolic_statistical,"cell_type_annotation, biomarker_discovery",scRNA-seq
985,Single‐cell segmentation in bacterial biofilms with an optimized deep learning method enables tracking of cell lineages and measurements of growth rates,other_or_unclassified,"batch_correction, generation, trajectory_inference",unspecified
986,Single-cell technology for drug discovery and development,perturbation_prediction,perturbation_prediction,"scRNA-seq, Protein/CITE-seq, Methylation/Epigenomics"
987,Evaluation of deep learning-based feature selection for single-cell RNA sequencing data analysis,hybrid_symbolic_statistical,cell_type_annotation,scRNA-seq
988,DeepSea is an efficient deep-learning model for single-cell segmentation and tracking in time-lapse microscopy,hybrid_symbolic_statistical,unspecified,unspecified
989,scHiCyclePred: a deep learning framework for predicting cell cycle phases from single-cell Hi-C data using multi-scale interaction information,multimodal_fusion,spatial_reconstruction,"scRNA-seq, scATAC-seq, Spatial"
990,Deep-Learning Terahertz Single-Cell Metabolic Viability Study.,hybrid_symbolic_statistical,"cell_type_annotation, perturbation_prediction",unspecified
991,Deep learning exploration of single-cell and spatially resolved cancer transcriptomics to unravel tumour heterogeneity,spatial_omics,"cell_type_annotation, spatial_reconstruction","scRNA-seq, Spatial"
992,AI-driven biomarker discovery: enhancing precision in cancer diagnosis and prognosis,hybrid_symbolic_statistical,biomarker_discovery,unspecified
993,Efficient Generation of Paired Single‐Cell Multiomics Profiles by Deep Learning,multimodal_fusion,"generation, multimodal_integration","scRNA-seq, scATAC-seq, Protein/CITE-seq"
994,An explainable AI-driven biomarker discovery framework for Non-Small Cell Lung Cancer classification,variational_autoencoder,"cell_type_annotation, perturbation_prediction, biomarker_discovery",unspecified
995,AI-Driven Spatial Transcriptomics Unlocks Large-Scale Breast Cancer Biomarker Discovery from Histopathology,spatial_omics,"biomarker_discovery, spatial_reconstruction",unspecified
996,An interpretable deep-learning architecture of capsule networks for identifying cell-type gene expression programs from single-cell RNA-sequencing data,other_or_unclassified,unspecified,unspecified
997,Role and Potential of Artificial Intelligence in Biomarker Discovery and Development of Treatment Strategies for Amyotrophic Lateral Sclerosis,hybrid_symbolic_statistical,biomarker_discovery,Protein/CITE-seq
998,MULGONET: An interpretable neural network framework to integrate multi-omics data for cancer recurrence prediction and biomarker discovery,multimodal_fusion,"cell_type_annotation, biomarker_discovery, batch_correction, multimodal_integration",unspecified
999,Geometric deep learning and multiple-instance learning for 3D cell-shape profiling.,perturbation_prediction,"perturbation_prediction, biomarker_discovery",unspecified
1000,S100A9 regulates eosinophil extracellular trap and activates NF-κB signaling in endometrial cancer: a machine learning-based biomarker discovery,foundation_scale_pretraining,"perturbation_prediction, biomarker_discovery",unspecified
1001,Deep-learning-based gene perturbation effect prediction does not yet outperform simple linear baselines,perturbation_prediction,perturbation_prediction,scRNA-seq
1002,Single-cell Analysis Technologies for Immuno-oncology Research: from Mechanistic Delineation to Biomarker Discovery,spatial_omics,"biomarker_discovery, generation, spatial_reconstruction",Spatial
1003,Deep learning shapes single-cell data analysis,other_or_unclassified,unspecified,unspecified
1004,EagleC: A deep-learning framework for detecting a full range of structural variations from bulk and single-cell contact maps,multimodal_fusion,"spatial_reconstruction, multimodal_integration",scATAC-seq
1005,Single-cell multiome of the human retina and deep learning nominate causal variants in complex eye diseases,hybrid_symbolic_statistical,generation,scATAC-seq
1006,Clustering of single-cell multi-omics data with a multimodal deep learning method,multimodal_fusion,"cell_type_annotation, batch_correction, multimodal_integration",unspecified
1007,A multi-use deep learning method for CITE-seq and single-cell RNA-seq data integration with cell surface protein prediction and imputation,multimodal_fusion,"batch_correction, generation, multimodal_integration",unspecified
1008,Application of Deep Learning on Single-cell RNA Sequencing Data Analysis: A Review,other_or_unclassified,unspecified,scRNA-seq
1009,Weakly supervised learning uncovers phenotypic signatures in single-cell data,spatial_omics,"biomarker_discovery, spatial_reconstruction","Protein/CITE-seq, Spatial"
1010,Hybrid Optimized Deep Learning Rna-Seq Achromatopsia Detection for Biomarker Discovery,other_or_unclassified,biomarker_discovery,unspecified
1011,Drug Response Prediction and Biomarker Discovery Using Multi-Modal Deep Learning,multimodal_fusion,"perturbation_prediction, biomarker_discovery",Protein/CITE-seq
1012,Integration of Single-Cell and Bulk RNA Sequencing Data using Ecotype Machine Learning for Prognostic Biomarker Discovery in Gastric Cancer,multimodal_fusion,"biomarker_discovery, batch_correction, spatial_reconstruction",scRNA-seq
1013,Machine learning approaches for biomarker discovery using single-cell RNA sequencing,other_or_unclassified,"cell_type_annotation, biomarker_discovery",scRNA-seq
1014,Integration of Deep Learning and Metaheuristics for Advanced RNA-Seq Data Analysis: A Rigorous Framework for Biomarker Discovery,multimodal_fusion,"cell_type_annotation, biomarker_discovery, batch_correction, spatial_reconstruction","scRNA-seq, Spatial"
1015,Deep Learning Architectures for Multi-Omics Data Integration: Bridging Biomarker Discovery and Clinical Translation,variational_autoencoder,"biomarker_discovery, batch_correction, generation, multimodal_integration",unspecified
1016,Neural Networks and Deep Learning,other_or_unclassified,unspecified,unspecified
1017,Deep Learning Approaches for Biomarker Discovery in Glioblastoma Multiforme,graph_neural_network,"perturbation_prediction, biomarker_discovery, batch_correction, generation, multimodal_integration",Protein/CITE-seq
1018,From single-cell maps to diagnostics: enabling biomarker discovery in precision medicine,spatial_omics,"perturbation_prediction, biomarker_discovery, spatial_reconstruction, trajectory_inference","scRNA-seq, Protein/CITE-seq, Spatial, Methylation/Epigenomics"
